CustomerID,Recency,Frequency,Monetary,Quantity,StockCode,Country,AverageOrderValue,TotalPurchases,Cluster,Segment
C10072,96,1,3264.27,5,2,Portugal,3264.27,1,2,Inactive / Lost
C10073,328,1,2645.6,4,1,Netherlands,2645.6,1,2,Inactive / Lost
C10074,3,3,4900.28,10,4,United Kingdom,1633.4266666666665,3,0,Potential Loyalists
C10075,319,1,7622.620000000001,13,3,India,7622.620000000001,1,1,At-Risk Customers
C10076,112,1,9834.92,12,3,United Kingdom,9834.92,1,1,At-Risk Customers
C10077,52,3,17236.48,11,5,Spain,5745.493333333333,3,3,Champions
C10080,43,3,13147.76,17,6,United Kingdom,4382.586666666667,3,3,Champions
C10081,128,1,11131.09,21,4,United Kingdom,11131.09,1,1,At-Risk Customers
C10082,142,1,3934.63,5,2,United Kingdom,3934.63,1,2,Inactive / Lost
C10083,130,2,11108.77,14,5,India,5554.385,2,1,At-Risk Customers
C10084,30,3,11986.84,17,6,Netherlands,3995.6133333333332,3,3,Champions
C10086,17,2,5303.469999999999,7,3,United Kingdom,2651.7349999999997,2,0,Potential Loyalists
C10087,8,2,10036.68,12,6,Singapore,5018.34,2,0,Potential Loyalists
C10088,213,2,9070.11,56,4,United Kingdom,4535.055,2,1,At-Risk Customers
C10089,298,1,12381.25,17,8,United Kingdom,12381.25,1,1,At-Risk Customers
C10091,25,4,43040.799999999996,73,12,United Kingdom,10760.199999999999,4,3,Champions
C10092,27,1,2932.17,4,2,India,2932.17,1,0,Potential Loyalists
C10093,130,2,30079.25,34,10,France,15039.625,2,1,At-Risk Customers
C10094,223,2,23375.72,41,9,United Kingdom,11687.86,2,1,At-Risk Customers
C10095,37,2,3142.05,5,3,United Kingdom,1571.025,2,0,Potential Loyalists
C10097,147,1,8524.800000000001,6,2,Singapore,8524.800000000001,1,1,At-Risk Customers
C10098,126,2,1749.6399999999999,4,3,United Kingdom,874.8199999999999,2,2,Inactive / Lost
C10099,165,2,2812.42,5,4,Canada,1406.21,2,2,Inactive / Lost
C10100,104,3,29454.91,37,10,Netherlands,9818.303333333333,3,3,Champions
C10101,31,4,23502.25,31,9,United Kingdom,5875.5625,4,3,Champions
C10102,104,1,4117.53,3,1,Germany,4117.53,1,2,Inactive / Lost
C10103,28,2,9298.1,18,6,India,4649.05,2,0,Potential Loyalists
C10104,116,3,8238.29,16,5,United Kingdom,2746.096666666667,3,3,Champions
C10105,33,1,10112.64,12,3,United Kingdom,10112.64,1,0,Potential Loyalists
C10106,64,2,1815.4,4,4,India,907.7,2,2,Inactive / Lost
C10107,103,1,5160.4,7,4,United Kingdom,5160.4,1,2,Inactive / Lost
C10108,233,1,2520.6800000000003,5,3,United Kingdom,2520.6800000000003,1,2,Inactive / Lost
C10109,19,1,10504.189999999999,11,5,United Kingdom,10504.189999999999,1,0,Potential Loyalists
C10110,13,2,17646.0,22,4,Australia,8823.0,2,0,Potential Loyalists
C10111,36,4,13408.47,19,8,Netherlands,3352.1175,4,3,Champions
C10112,131,3,20702.33,35,9,United Kingdom,6900.776666666668,3,3,Champions
C10113,325,1,998.1,2,1,United Kingdom,998.1,1,2,Inactive / Lost
C10114,39,1,9292.01,9,4,United Kingdom,9292.01,1,0,Potential Loyalists
C10115,119,1,2370.12,4,1,Spain,2370.12,1,2,Inactive / Lost
C10116,1,6,31381.94,42,10,Netherlands,5230.323333333333,6,3,Champions
C10117,255,2,10224.93,5,1,United Kingdom,5112.465,2,1,At-Risk Customers
C10118,161,1,10000.71,6,2,India,10000.71,1,1,At-Risk Customers
C10119,178,2,4477.6,5,5,India,2238.8,2,1,At-Risk Customers
C10120,54,4,19286.25,24,7,United Kingdom,4821.5625,4,3,Champions
C10121,96,3,17973.41,39,12,Germany,5991.136666666666,3,3,Champions
C10122,22,3,12865.42,16,7,United Kingdom,4288.473333333333,3,3,Champions
C10123,190,1,3227.35,11,3,France,3227.35,1,2,Inactive / Lost
C10124,117,1,5132.26,6,2,United Kingdom,5132.26,1,2,Inactive / Lost
C10125,205,2,3249.64,5,2,United Kingdom,1624.82,2,2,Inactive / Lost
C10126,60,4,29888.760000000002,38,11,United Kingdom,7472.1900000000005,4,3,Champions
C10127,115,2,15971.04,12,4,United Kingdom,7985.52,2,1,At-Risk Customers
C10129,60,1,12169.75,16,6,Netherlands,12169.75,1,1,At-Risk Customers
C10131,82,1,1281.88,2,1,United Kingdom,1281.88,1,2,Inactive / Lost
C10132,175,2,16386.59,31,7,United Kingdom,8193.295,2,1,At-Risk Customers
C10133,6,2,11096.04,25,5,Netherlands,5548.02,2,0,Potential Loyalists
C10134,98,3,14197.31,23,7,Portugal,4732.4366666666665,3,3,Champions
C10135,27,3,33505.61,37,9,United Kingdom,11168.536666666667,3,3,Champions
C10137,243,1,4436.31,6,3,United Kingdom,4436.31,1,2,Inactive / Lost
C10138,284,2,13301.57,17,3,Germany,6650.785,2,1,At-Risk Customers
C10140,16,2,3616.59,9,4,United Kingdom,1808.295,2,0,Potential Loyalists
C10141,2,1,11011.18,20,5,United Kingdom,11011.18,1,0,Potential Loyalists
C10142,254,1,15645.970000000001,23,6,United Kingdom,15645.970000000001,1,1,At-Risk Customers
C10143,31,3,14609.48,16,4,United Kingdom,4869.826666666667,3,3,Champions
C10144,148,2,19516.52,23,6,Netherlands,9758.26,2,1,At-Risk Customers
C10145,227,1,7233.36,8,1,United Kingdom,7233.36,1,1,At-Risk Customers
C10146,7,3,36093.9,37,12,United Kingdom,12031.300000000001,3,0,Potential Loyalists
C10147,15,5,55598.45,43,14,United Kingdom,11119.689999999999,5,3,Champions
C10148,30,2,15625.84,13,4,Germany,7812.92,2,0,Potential Loyalists
C10149,27,2,18511.309999999998,15,6,United Kingdom,9255.654999999999,2,0,Potential Loyalists
C10150,316,1,4422.950000000001,8,3,United Kingdom,4422.950000000001,1,2,Inactive / Lost
C10151,41,4,75552.3,64,14,Singapore,18888.075,4,3,Champions
C10152,240,1,13029.59,9,2,India,13029.59,1,1,At-Risk Customers
C10153,170,1,8418.74,16,4,United Kingdom,8418.74,1,1,At-Risk Customers
C10154,161,2,3245.17,10,4,United Kingdom,1622.585,2,2,Inactive / Lost
C10155,241,1,376.79,1,1,United Kingdom,376.79,1,2,Inactive / Lost
C10157,11,2,19045.78,26,6,United Kingdom,9522.89,2,0,Potential Loyalists
C10159,298,2,23943.16,20,5,United Kingdom,11971.58,2,1,At-Risk Customers
C10163,61,2,10716.94,13,6,United Kingdom,5358.47,2,1,At-Risk Customers
C10167,15,1,3081.57,3,1,United Kingdom,3081.57,1,0,Potential Loyalists
C10168,106,2,19389.51,21,8,India,9694.755,2,1,At-Risk Customers
C10169,85,1,8071.469999999999,6,2,United Kingdom,8071.469999999999,1,1,At-Risk Customers
C10170,292,2,6307.09,8,4,United Kingdom,3153.545,2,1,At-Risk Customers
C10171,120,2,7636.52,9,4,Portugal,3818.26,2,1,At-Risk Customers
C10173,28,4,12493.37,20,8,United Kingdom,3123.3425,4,3,Champions
C10174,38,1,5751.19,12,6,France,5751.19,1,0,Potential Loyalists
C10175,305,1,8823.42,8,4,France,8823.42,1,1,At-Risk Customers
C10176,280,2,12657.79,16,7,United Kingdom,6328.895,2,1,At-Risk Customers
C10177,11,4,12046.929999999998,14,8,United Kingdom,3011.7324999999996,4,3,Champions
C10178,3,1,443.0,1,1,United Kingdom,443.0,1,0,Potential Loyalists
C10179,274,1,3938.58,6,3,United Kingdom,3938.58,1,2,Inactive / Lost
C10180,71,5,31548.2,78,11,United Kingdom,6309.64,5,3,Champions
C10181,16,3,5244.82,13,4,Germany,1748.2733333333333,3,0,Potential Loyalists
C10182,35,3,9261.04,19,7,India,3087.013333333334,3,3,Champions
C10184,82,2,1387.52,5,3,United Kingdom,693.76,2,2,Inactive / Lost
C10185,103,2,22008.440000000002,23,9,United Kingdom,11004.220000000001,2,1,At-Risk Customers
C10186,94,1,3857.17,3,2,United Kingdom,3857.17,1,2,Inactive / Lost
C10187,221,1,19584.760000000002,16,5,Netherlands,19584.760000000002,1,1,At-Risk Customers
C10189,198,2,5657.96,16,5,United Kingdom,2828.98,2,1,At-Risk Customers
C10190,72,1,1535.6,5,1,United Kingdom,1535.6,1,2,Inactive / Lost
C10191,105,2,2783.79,3,2,United Kingdom,1391.895,2,2,Inactive / Lost
C10193,125,1,13843.78,14,5,United Kingdom,13843.78,1,1,At-Risk Customers
C10195,46,3,32734.32,37,10,United Kingdom,10911.44,3,3,Champions
C10197,231,1,923.44,1,1,United Kingdom,923.44,1,2,Inactive / Lost
C10198,175,1,2389.98,3,2,United Kingdom,2389.98,1,2,Inactive / Lost
C10199,236,2,23013.53,31,9,Singapore,11506.765,2,1,At-Risk Customers
C10200,111,2,18445.02,22,7,EIRE,9222.51,2,1,At-Risk Customers
C10201,192,2,8557.65,15,4,Australia,4278.825,2,1,At-Risk Customers
C10202,132,1,10506.64,12,5,Spain,10506.64,1,1,At-Risk Customers
C10204,225,4,29003.38,58,13,United Kingdom,7250.845,4,3,Champions
C10205,5,5,39422.36,31,10,United Kingdom,7884.472,5,3,Champions
C10206,96,1,17811.54,14,8,United Kingdom,17811.54,1,1,At-Risk Customers
C10207,37,2,5613.77,11,2,United Kingdom,2806.885,2,0,Potential Loyalists
C10208,99,2,5442.9,7,4,United Kingdom,2721.45,2,1,At-Risk Customers
C10211,42,1,20348.199999999997,22,3,United Kingdom,20348.199999999997,1,1,At-Risk Customers
C10212,50,2,15503.91,24,3,France,7751.955,2,1,At-Risk Customers
C10213,116,1,2205.75,5,2,United Kingdom,2205.75,1,2,Inactive / Lost
C10214,44,2,38228.97,25,4,United Kingdom,19114.485,2,3,Champions
C10215,126,1,8746.57,9,4,Australia,8746.57,1,1,At-Risk Customers
C10218,87,1,18165.600000000002,15,2,Germany,18165.600000000002,1,1,At-Risk Customers
C10219,277,1,1164.68,1,1,United Kingdom,1164.68,1,2,Inactive / Lost
C10220,170,3,18341.97,26,9,United Kingdom,6113.990000000001,3,3,Champions
C10221,39,1,1149.56,4,1,Australia,1149.56,1,2,Inactive / Lost
C10222,6,4,5613.89,8,4,United Kingdom,1403.4725,4,0,Potential Loyalists
C10223,297,1,835.54,1,1,United Kingdom,835.54,1,2,Inactive / Lost
C10224,69,3,23057.61,31,8,Germany,7685.87,3,3,Champions
C10225,107,1,15509.28,12,1,United Kingdom,15509.28,1,1,At-Risk Customers
C10226,143,1,3520.93,10,5,India,3520.93,1,2,Inactive / Lost
C10227,158,2,12191.85,19,5,United Kingdom,6095.925,2,1,At-Risk Customers
C10228,218,2,9557.48,14,6,EIRE,4778.74,2,1,At-Risk Customers
C10229,29,1,1477.06,4,2,United Kingdom,1477.06,1,2,Inactive / Lost
C10231,284,1,21691.38,21,2,United Kingdom,21691.38,1,1,At-Risk Customers
C10232,181,2,5511.09,10,5,United Kingdom,2755.545,2,1,At-Risk Customers
C10234,201,3,28097.69,27,7,India,9365.896666666666,3,3,Champions
C10235,37,2,17401.55,30,6,United Kingdom,8700.775,2,0,Potential Loyalists
C10236,57,1,5509.54,7,3,United Kingdom,5509.54,1,2,Inactive / Lost
C10237,25,3,44009.159999999996,33,9,Netherlands,14669.72,3,3,Champions
C10238,110,3,13454.48,18,7,United Kingdom,4484.826666666667,3,3,Champions
C10240,1,4,28266.57,35,8,India,7066.6425,4,0,Potential Loyalists
C10241,298,1,929.21,2,2,United Kingdom,929.21,1,2,Inactive / Lost
C10242,146,1,5875.1,17,3,India,5875.1,1,2,Inactive / Lost
C10243,107,2,16139.220000000001,12,2,United Kingdom,8069.610000000001,2,1,At-Risk Customers
C10244,170,2,20334.0,14,5,Portugal,10167.0,2,1,At-Risk Customers
C10245,68,2,13951.369999999999,19,7,United Kingdom,6975.6849999999995,2,1,At-Risk Customers
C10247,32,2,7559.08,17,4,United Kingdom,3779.54,2,0,Potential Loyalists
C10248,86,2,79880.85,64,6,United Kingdom,39940.425,2,3,Champions
C10249,47,4,10023.76,22,7,India,2505.94,4,3,Champions
C10250,215,1,9053.52,9,3,United Kingdom,9053.52,1,1,At-Risk Customers
C10251,10,1,9444.32,7,4,United Kingdom,9444.32,1,0,Potential Loyalists
C10253,135,1,851.57,1,1,United Kingdom,851.57,1,2,Inactive / Lost
C10254,90,1,3204.58,8,4,United Kingdom,3204.58,1,2,Inactive / Lost
C10255,76,3,13475.36,21,6,Singapore,4491.786666666667,3,3,Champions
C10256,314,2,5844.3099999999995,15,6,Singapore,2922.1549999999997,2,1,At-Risk Customers
C10258,61,3,18889.28,18,4,United Kingdom,6296.426666666666,3,3,Champions
C10259,299,1,2159.0,2,1,United Kingdom,2159.0,1,2,Inactive / Lost
C10260,31,1,4310.13,7,3,Portugal,4310.13,1,0,Potential Loyalists
C10261,79,3,9931.33,22,6,Netherlands,3310.443333333333,3,3,Champions
C10262,102,5,42550.77,52,13,Netherlands,8510.153999999999,5,3,Champions
C10264,293,1,3510.63,4,2,United Kingdom,3510.63,1,2,Inactive / Lost
C10265,137,1,3734.69,3,2,EIRE,3734.69,1,2,Inactive / Lost
C10266,110,3,17676.51,27,9,India,5892.169999999999,3,3,Champions
C10268,42,3,29904.79,35,6,Canada,9968.263333333334,3,3,Champions
C10269,15,2,21113.43,27,5,India,10556.715,2,0,Potential Loyalists
C10270,91,2,8311.94,12,5,United Kingdom,4155.97,2,1,At-Risk Customers
C10271,40,1,1734.65,5,2,France,1734.65,1,2,Inactive / Lost
C10273,120,2,11482.859999999999,10,3,India,5741.429999999999,2,1,At-Risk Customers
C10275,289,1,29221.98,41,8,United Kingdom,29221.98,1,1,At-Risk Customers
C10276,237,1,7134.7699999999995,15,4,United Kingdom,7134.7699999999995,1,1,At-Risk Customers
C10277,115,1,3237.4300000000003,3,2,United Kingdom,3237.4300000000003,1,2,Inactive / Lost
C10278,79,2,3893.95,9,3,United Kingdom,1946.975,2,1,At-Risk Customers
C10279,212,2,3714.16,10,4,United Kingdom,1857.08,2,1,At-Risk Customers
C10280,38,4,19932.81,27,9,India,4983.2025,4,3,Champions
C10281,284,3,12085.34,25,11,Germany,4028.4466666666667,3,1,At-Risk Customers
C10282,136,1,11544.34,11,5,United Kingdom,11544.34,1,1,At-Risk Customers
C10283,285,1,1472.83,3,3,India,1472.83,1,2,Inactive / Lost
C10284,198,1,9184.32,14,6,United Kingdom,9184.32,1,1,At-Risk Customers
C10285,19,2,10454.03,11,7,United Kingdom,5227.015,2,0,Potential Loyalists
C10286,84,3,15401.88,34,10,Spain,5133.96,3,3,Champions
C10287,118,1,13356.83,9,2,EIRE,13356.83,1,1,At-Risk Customers
C10288,80,2,45549.990000000005,56,11,United Kingdom,22774.995000000003,2,3,Champions
C10289,184,3,32308.660000000003,34,10,United Kingdom,10769.553333333335,3,3,Champions
C10291,26,2,14005.859999999999,21,6,United Kingdom,7002.929999999999,2,0,Potential Loyalists
C10292,248,4,46169.9,40,12,France,11542.475,4,3,Champions
C10293,68,1,4214.68,10,5,India,4214.68,1,2,Inactive / Lost
C10296,30,3,15708.57,33,10,United Kingdom,5236.19,3,3,Champions
C10297,199,1,8138.740000000001,8,4,United Kingdom,8138.740000000001,1,1,At-Risk Customers
C10299,119,1,1739.44,4,2,United Kingdom,1739.44,1,2,Inactive / Lost
C10301,167,2,5390.87,20,6,Spain,2695.435,2,1,At-Risk Customers
C10303,143,3,17091.07,19,9,EIRE,5697.0233333333335,3,3,Champions
C10304,154,1,1853.98,6,2,India,1853.98,1,2,Inactive / Lost
C10305,13,2,12356.95,18,10,United Kingdom,6178.475,2,0,Potential Loyalists
C10306,99,3,36248.33,44,11,United Kingdom,12082.776666666667,3,3,Champions
C10307,28,2,21837.879999999997,27,9,United Kingdom,10918.939999999999,2,0,Potential Loyalists
C10309,269,2,4310.2699999999995,7,4,France,2155.1349999999998,2,1,At-Risk Customers
C10310,191,1,4883.06,3,2,Netherlands,4883.06,1,2,Inactive / Lost
C10311,2,2,7170.49,17,6,Netherlands,3585.245,2,0,Potential Loyalists
C10312,19,2,21743.55,21,8,United Kingdom,10871.775,2,0,Potential Loyalists
C10313,2,1,3206.66,7,4,United Kingdom,3206.66,1,0,Potential Loyalists
C10314,24,3,9400.18,19,8,United Kingdom,3133.3933333333334,3,3,Champions
C10315,104,2,11085.28,12,7,France,5542.64,2,1,At-Risk Customers
C10316,2,3,6482.29,7,3,Netherlands,2160.7633333333333,3,0,Potential Loyalists
C10318,68,2,10848.21,16,5,India,5424.105,2,1,At-Risk Customers
C10319,88,2,12500.93,20,6,United Kingdom,6250.465,2,1,At-Risk Customers
C10320,18,2,8666.9,7,4,Spain,4333.45,2,0,Potential Loyalists
C10321,130,1,5850.08,8,3,Netherlands,5850.08,1,2,Inactive / Lost
C10323,5,2,5743.25,7,2,France,2871.625,2,0,Potential Loyalists
C10324,32,1,1722.4699999999998,3,2,Netherlands,1722.4699999999998,1,2,Inactive / Lost
C10326,62,2,12759.439999999999,12,4,Germany,6379.719999999999,2,1,At-Risk Customers
C10327,29,2,32933.450000000004,75,4,United Kingdom,16466.725000000002,2,3,Champions
C10328,90,2,4305.7,6,3,Portugal,2152.85,2,1,At-Risk Customers
C10330,4,2,29557.33,44,6,Netherlands,14778.665,2,0,Potential Loyalists
C10331,262,2,19510.489999999998,39,9,France,9755.244999999999,2,1,At-Risk Customers
C10332,33,3,11069.29,17,6,United Kingdom,3689.763333333334,3,3,Champions
C10333,96,3,16511.56,26,6,France,5503.8533333333335,3,3,Champions
C10336,133,1,4321.59,7,2,EIRE,4321.59,1,2,Inactive / Lost
C10337,263,1,4846.74,5,3,United Kingdom,4846.74,1,2,Inactive / Lost
C10338,17,2,8733.24,12,5,France,4366.62,2,0,Potential Loyalists
C10339,212,2,30611.48,35,11,United Kingdom,15305.74,2,1,At-Risk Customers
C10340,103,2,19954.26,18,6,United Kingdom,9977.13,2,1,At-Risk Customers
C10341,73,1,1461.93,3,1,France,1461.93,1,2,Inactive / Lost
C10342,53,2,17778.86,24,9,United Kingdom,8889.43,2,1,At-Risk Customers
C10346,316,1,1692.5700000000002,3,1,Netherlands,1692.5700000000002,1,2,Inactive / Lost
C10347,127,3,9251.99,15,7,Australia,3083.9966666666664,3,3,Champions
C10348,215,1,5432.18,2,1,United Kingdom,5432.18,1,2,Inactive / Lost
C10349,248,1,455.98,2,1,India,455.98,1,2,Inactive / Lost
C10350,55,2,11488.82,15,5,United Kingdom,5744.41,2,1,At-Risk Customers
C10352,115,2,9468.44,18,7,United Kingdom,4734.22,2,1,At-Risk Customers
C10354,33,2,13940.76,27,6,United Kingdom,6970.38,2,0,Potential Loyalists
C10355,181,2,18045.45,19,5,Canada,9022.725,2,1,At-Risk Customers
C10356,144,2,27577.940000000002,17,5,United Kingdom,13788.970000000001,2,1,At-Risk Customers
C10357,109,2,8651.6,17,6,Australia,4325.8,2,1,At-Risk Customers
C10358,189,1,1310.83,2,2,United Kingdom,1310.83,1,2,Inactive / Lost
C10359,178,1,7503.71,9,4,United Kingdom,7503.71,1,1,At-Risk Customers
C10360,7,3,3640.2200000000003,9,5,United Kingdom,1213.4066666666668,3,0,Potential Loyalists
C10361,191,1,7920.9400000000005,14,5,Germany,7920.9400000000005,1,1,At-Risk Customers
C10362,18,5,39581.62,48,15,United Kingdom,7916.3240000000005,5,3,Champions
C10363,274,1,5740.780000000001,14,4,India,5740.780000000001,1,2,Inactive / Lost
C10364,255,1,1019.29,4,2,United Kingdom,1019.29,1,2,Inactive / Lost
C10366,289,1,10803.82,12,4,United Kingdom,10803.82,1,1,At-Risk Customers
C10367,69,1,5279.21,7,3,United Kingdom,5279.21,1,2,Inactive / Lost
C10368,42,5,35623.35,87,9,India,7124.67,5,3,Champions
C10369,136,1,1373.3500000000001,5,2,United Kingdom,1373.3500000000001,1,2,Inactive / Lost
C10370,153,1,4030.11,9,3,Spain,4030.11,1,2,Inactive / Lost
C10371,305,2,9236.33,16,6,United Kingdom,4618.165,2,1,At-Risk Customers
C10372,282,1,5179.77,6,2,Germany,5179.77,1,2,Inactive / Lost
C10373,66,2,5072.43,7,3,Germany,2536.215,2,1,At-Risk Customers
C10374,170,2,8284.79,17,3,India,4142.395,2,1,At-Risk Customers
C10375,77,2,13597.82,19,7,United Kingdom,6798.91,2,1,At-Risk Customers
C10376,127,1,6863.82,12,6,United Kingdom,6863.82,1,1,At-Risk Customers
C10377,148,3,18916.7,32,9,India,6305.566666666667,3,3,Champions
C10378,140,2,9415.220000000001,13,6,United Kingdom,4707.610000000001,2,1,At-Risk Customers
C10379,59,4,45014.229999999996,36,12,United Kingdom,11253.557499999999,4,3,Champions
C10380,11,3,13747.86,14,7,EIRE,4582.62,3,0,Potential Loyalists
C10382,301,1,271.04,1,1,United Kingdom,271.04,1,2,Inactive / Lost
C10383,21,2,55774.29,51,10,United Kingdom,27887.145,2,3,Champions
C10384,21,2,3778.57,5,2,United Kingdom,1889.285,2,0,Potential Loyalists
C10385,37,4,17919.420000000002,18,8,United Kingdom,4479.8550000000005,4,3,Champions
C10386,24,3,20323.98,26,4,United Kingdom,6774.66,3,3,Champions
C10387,119,1,6753.3,9,5,United Kingdom,6753.3,1,1,At-Risk Customers
C10388,292,1,7751.0599999999995,14,2,United Kingdom,7751.0599999999995,1,1,At-Risk Customers
C10390,159,1,3886.65,5,1,India,3886.65,1,2,Inactive / Lost
C10391,126,2,59477.060000000005,41,9,Spain,29738.530000000002,2,3,Champions
C10393,182,2,10952.32,14,5,United Kingdom,5476.16,2,1,At-Risk Customers
C10394,70,1,11515.34,8,2,United Kingdom,11515.34,1,1,At-Risk Customers
C10395,40,1,704.8299999999999,2,2,United Kingdom,704.8299999999999,1,2,Inactive / Lost
C10396,328,1,5255.64,6,1,United Kingdom,5255.64,1,2,Inactive / Lost
C10397,167,1,4347.0,12,1,United Kingdom,4347.0,1,2,Inactive / Lost
C10398,164,1,7686.5,10,1,United Kingdom,7686.5,1,1,At-Risk Customers
C10399,110,5,26212.26,38,10,India,5242.451999999999,5,3,Champions
C10400,230,1,2664.31,8,3,United Kingdom,2664.31,1,2,Inactive / Lost
C10401,101,1,5131.22,5,2,United Kingdom,5131.22,1,2,Inactive / Lost
C10402,234,2,5864.200000000001,14,6,United Kingdom,2932.1000000000004,2,1,At-Risk Customers
C10403,93,5,24679.97,39,8,United Kingdom,4935.994000000001,5,3,Champions
C10404,61,5,51588.92,75,15,Spain,10317.784,5,3,Champions
C10406,15,1,2822.84,4,2,United Kingdom,2822.84,1,0,Potential Loyalists
C10407,81,5,25509.71,24,12,United Kingdom,5101.942,5,3,Champions
C10409,294,1,7781.049999999999,13,5,India,7781.049999999999,1,1,At-Risk Customers
C10410,229,1,6449.69,5,2,United Kingdom,6449.69,1,1,At-Risk Customers
C10411,63,1,13261.78,18,5,France,13261.78,1,1,At-Risk Customers
C10412,90,5,43513.82,40,9,Germany,8702.764,5,3,Champions
C10413,7,4,22026.28,21,7,India,5506.57,4,3,Champions
C10416,30,5,34106.08,49,14,United Kingdom,6821.216,5,3,Champions
C10417,51,2,5757.07,12,3,United Kingdom,2878.535,2,1,At-Risk Customers
